,0,1,2
0,0.0,0.07230092116222324,0.06634917446925108
1,0.0005983201265698627,0.07333380622004154,0.0744423892530091
2,0.0010256916455483362,0.06816834804589222,0.06627618956639153
3,0.00128211455693542,0.06816834804589222,0.07370516801200362
4,0.0017094860759138935,0.0666148889189335,0.06552791000677098
5,0.0017522232278117408,0.06644687294608544,0.0625893461401232
6,0.0017949603797095882,0.06534691922195575,0.0625900833613642
7,0.001880434683505283,0.06604680213713343,0.0623350048119763
8,0.0019231718354031303,0.06806712531022603,0.0625893461401232
9,0.002008646139198825,0.06656944197638949,0.0635968818386214
10,0.0021795947467902143,0.06713752875818955,0.062129025197239375
11,0.0022223318986880616,0.06713856164324737,0.060182687398860846
12,0.002265069050585909,0.06806712531022603,0.061245637555726484
13,0.0023078062024837562,0.06656944197638949,0.06057415187783474
14,0.0023505433543816036,0.06633704283838038,0.061429328517401086
15,0.0024787548100751455,0.06610257793025562,0.06479990403127808
16,0.002521491961972993,0.06558871761399102,0.0648010098631396
17,0.00256422911387084,0.06559026694157774,0.06087862425037
18,0.0026069662657686875,0.06610309437278453,0.0608789928609905
19,0.0026497034176665353,0.06609844639002435,0.053816413372158124
20,0.0026924405695643826,0.06596658139419992,0.061074540795167206
21,0.00273517772146223,0.06539711743576572,0.06040525449152039
22,0.0027779148733600772,0.06506013868565251,0.06479732375693457
23,0.002863389177155772,0.0645298038527157,0.06476267435860732
24,0.002906126329053619,0.06289443694067197,0.05639668771567726
25,0.003034337784747161,0.06290270002113452,0.05470144747198519
26,0.0032052863923385504,0.06243738530258738,0.051604749649141725
27,0.0032480235442363978,0.06290270002113452,0.05013030716713079
28,0.0033762349999299397,0.06290270002113452,0.050057322264271245
29,0.0036326579113170237,0.07436101041004184,0.05013030716713079
30,0.004102766582193345,0.06351984884318096,0.05013030716713079
31,0.0041455037340911915,0.06341914255004368,0.049393823147366324
32,0.0043591894935804286,0.059896591348860134,0.050794543505276714
33,0.004401926645478276,0.06016142307768476,0.05084320010718307
34,0.004444663797376123,0.059253000669333554,0.04911859388651502
35,0.004572875253069666,0.05882616091919015,0.052672614616738146
36,0.0046156124049675125,0.05885792213471806,0.052068707547690427
37,0.004701086708763207,0.05900573946184485,0.05207091921141344
38,0.004743823860661055,0.05852016872081148,0.053320754960246186
39,0.0048292981644567495,0.058374187636082764,0.052705789572583386
40,0.004872035316354596,0.05760038457682427,0.052705789572583386
41,0.004914772468252444,0.05575599615513711,0.050720821381176166
42,0.004957509620150291,0.0562922356510974,0.060011529198283335
43,0.005042983923945986,0.055213559359158774,0.0507439209776036
44,0.0050857210758438335,0.055242480140777685,0.05172688263719236
45,0.00512845822774168,0.0544691935240481,0.05742879745308492
46,0.005171195379639528,0.053967727828477315,0.056708716605932824
47,0.005213932531537375,0.05567250461640642,0.05793944603514544
48,0.005256669683435223,0.05416255577250829,0.058960743191894274
